Path	Category	Size_Bytes	Lines	Git_Status	Survey_Status	Unread_Reason	Covered_In_Docs
engines/douyin-engine/tests/test_cli_main.py	Source: Engine Python Douyin Downloader	2942	104	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_comments_collector.py	Source: Engine Python Douyin Downloader	3722	123	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_config_loader.py	Source: Engine Python Douyin Downloader	8082	327	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_config_validation.py	Source: Engine Python Douyin Downloader	1043	27	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_cookie_fetcher.py	Source: Engine Python Douyin Downloader	4579	169	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_cookie_manager.py	Source: Engine Python Douyin Downloader	1259	51	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_cookie_utils.py	Source: Engine Python Douyin Downloader	800	28	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_database.py	Source: Engine Python Douyin Downloader	3338	119	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_discovery.py	Source: Engine Python Douyin Downloader	3335	107	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_downloader_factory.py	Source: Engine Python Douyin Downloader	1877	54	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_file_manager.py	Source: Engine Python Douyin Downloader	3370	113	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_live_downloader.py	Source: Engine Python Douyin Downloader	9817	327	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_media_quality.py	Source: Engine Python Douyin Downloader	4418	123	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_mix_downloader.py	Source: Engine Python Douyin Downloader	3110	93	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_ms_token_manager.py	Source: Engine Python Douyin Downloader	641	22	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_music_downloader.py	Source: Engine Python Douyin Downloader	5470	166	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_notifier.py	Source: Engine Python Douyin Downloader	4857	156	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_progress_display.py	Source: Engine Python Douyin Downloader	3161	93	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_rate_limiter.py	Source: Engine Python Douyin Downloader	601	25	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_retry_handler.py	Source: Engine Python Douyin Downloader	1187	48	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_server.py	Source: Engine Python Douyin Downloader	6026	180	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_transcript_manager.py	Source: Engine Python Douyin Downloader	3360	99	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_url_parser.py	Source: Engine Python Douyin Downloader	2434	78	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_user_downloader.py	Source: Engine Python Douyin Downloader	8492	270	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_user_downloader_modes.py	Source: Engine Python Douyin Downloader	7068	227	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_user_mode_registry.py	Source: Engine Python Douyin Downloader	938	19	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_user_mode_strategies.py	Source: Engine Python Douyin Downloader	19101	524	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_video_downloader.py	Source: Engine Python Douyin Downloader	22589	741	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tests/test_xbogus.py	Source: Engine Python Douyin Downloader	411	11	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tools/__init__.py	Source: Engine Python Douyin Downloader	42	2	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/tools/cookie_fetcher.py	Source: Engine Python Douyin Downloader	11846	376	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/__init__.py	Source: Engine Python Douyin Downloader	344	14	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/abogus.py	Source: Engine Python Douyin Downloader	34538	877	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/cookie_utils.py	Source: Engine Python Douyin Downloader	1357	45	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/helpers.py	Source: Engine Python Douyin Downloader	751	24	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/logger.py	Source: Engine Python Douyin Downloader	1502	52	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/notifier.py	Source: Engine Python Douyin Downloader	7882	241	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/validators.py	Source: Engine Python Douyin Downloader	2656	88	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/douyin-engine/utils/xbogus.py	Source: Engine Python Douyin Downloader	6792	202	tracked	đọc đầy đủ		docs/project-atlas/modules/downloader-douyin.md; docs/project-atlas/flows/douyin-flow.md
engines/ocr-engine/engine.py	Source: Engine Python RapidOCR	29364	834	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/ocr-engine/ocr-engine.spec	Source: Engine Python RapidOCR	1134	54	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/ocr-engine/requirements.txt	Source: Engine Python RapidOCR	270	12	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/ocr-engine/tests/__init__.py	Source: Engine Python RapidOCR	24	1	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/ocr-engine/tests/test_engine_cli.py	Source: Engine Python RapidOCR	9946	265	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/ocr-engine/tests/test_stream_reader.py	Source: Engine Python RapidOCR	7322	175	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/ocr-engine/tests/test_visual_timeline.py	Source: Engine Python RapidOCR	22507	561	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/ocr-engine/visual_timeline.py	Source: Engine Python RapidOCR	20009	641	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/separator-engine/audio_io.py	Source: Engine Python MDX Separation	2551	65	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/engine.py	Source: Engine Python MDX Separation	8525	241	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/mdx.py	Source: Engine Python MDX Separation	6207	154	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/protocol.py	Source: Engine Python MDX Separation	500	17	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/requirements.txt	Source: Engine Python MDX Separation	80	4	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/separator-engine.spec	Source: Engine Python MDX Separation	1208	56	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/tests/test_audio_io.py	Source: Engine Python MDX Separation	2758	76	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/tests/test_mdx.py	Source: Engine Python MDX Separation	2456	61	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/separator-engine/tests/test_protocol.py	Source: Engine Python MDX Separation	1335	41	tracked	đọc đầy đủ		docs/project-atlas/modules/separation.md; docs/project-atlas/flows/separation-flow.md
engines/sttn-engine/LICENSE-STTN	Source: Engine Python STTN Inpainting	1078	21	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/README.md	Source: Engine Python STTN Inpainting	3499	60	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/build-windows.ps1	Source: Engine Python STTN Inpainting	1157	15	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/engine.py	Source: Engine Python STTN Inpainting	3577	81	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/inference.py	Source: Engine Python STTN Inpainting	3591	72	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/masking.py	Source: Engine Python STTN Inpainting	5172	117	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/network.py	Source: Engine Python STTN Inpainting	7952	198	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/package_runtime.py	Source: Engine Python STTN Inpainting	2380	44	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/requirements.txt	Source: Engine Python STTN Inpainting	165	6	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/sttn-engine.spec	Source: Engine Python STTN Inpainting	737	16	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/tests/test_engine_cli.py	Source: Engine Python STTN Inpainting	1915	41	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/tests/test_inference.py	Source: Engine Python STTN Inpainting	1230	40	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/tests/test_masking.py	Source: Engine Python STTN Inpainting	3223	83	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/tests/test_media_process.py	Source: Engine Python STTN Inpainting	1589	42	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/tests/test_video.py	Source: Engine Python STTN Inpainting	15960	287	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/sttn-engine/video.py	Source: Engine Python STTN Inpainting	16920	381	tracked	đọc đầy đủ		docs/project-atlas/modules/inpainting.md; docs/project-atlas/flows/blur-inpaint-flow.md
engines/whisper-engine/engine.py	Source: Engine Python Whisper ASR	12881	357	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/whisper-engine/requirements.txt	Source: Engine Python Whisper ASR	442	14	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/whisper-engine/rthook_whisper.py	Source: Engine Python Whisper ASR	344	10	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
engines/whisper-engine/whisper-engine.spec	Source: Engine Python Whisper ASR	1290	55	tracked	đọc đầy đủ		docs/project-atlas/modules/ocr-vision.md; docs/project-atlas/flows/ocr-asr-flow.md
out-codex-check-20260906-budget-final/main/index.js	Artifact: Untracked Test Build Bundle	765905	18371	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check-20260906-budget-final/preload/index.js	Artifact: Untracked Test Build Bundle	14041	233	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check-20260906-no-request-cap/main/index.js	Artifact: Untracked Test Build Bundle	765905	18371	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check-20260906-no-request-cap/preload/index.js	Artifact: Untracked Test Build Bundle	14041	233	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check-20260906-translation/main/index.js	Artifact: Untracked Test Build Bundle	765820	18371	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check-20260906-translation/preload/index.js	Artifact: Untracked Test Build Bundle	14041	233	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check-20260906/main/index.js	Artifact: Untracked Test Build Bundle	762838	18311	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check-20260906/preload/index.js	Artifact: Untracked Test Build Bundle	14041	233	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check/main/index.js	Artifact: Untracked Test Build Bundle	760523	18247	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
out-codex-check/preload/index.js	Artifact: Untracked Test Build Bundle	14041	233	untracked	chỉ kiểm kê	Tệp bundle JavaScript/CSS/HTML sinh tự động từ script test cục bộ ngày 2026-09-06	docs/project-atlas/SCOPE.md; docs/project-atlas/GAPS_AND_DOC_DRIFT.md
package-lock.json	Config: Dependency Lockfile	256782	7307	tracked	chỉ kiểm kê	Tệp lockfile dependencies sinh tự động của npm (>15,000 dòng)	docs/project-atlas/DEVELOPMENT.md
package.json	Config/Legal: Project Root Configuration	2520	51	tracked	đọc đầy đủ		docs/project-atlas/CONFIGURATION.md; docs/project-atlas/SECURITY_AND_LICENSE.md
resources/fonts/README.md	Asset: Font Binary Files	1805	44	tracked	chỉ kiểm kê	Tệp font nhị phân TTF phục vụ hiển thị phụ đề Libass	docs/project-atlas/modules/subtitles-burn.md
resources/fonts/catalog.json	Asset: Font Binary Files	819	38	tracked	chỉ kiểm kê	Tệp font nhị phân TTF phục vụ hiển thị phụ đề Libass	docs/project-atlas/modules/subtitles-burn.md
resources/fonts/licenses/NOTICES.md	Asset: Font Binary Files	692	27	tracked	chỉ kiểm kê	Tệp font nhị phân TTF phục vụ hiển thị phụ đề Libass	docs/project-atlas/modules/subtitles-burn.md
resources/fonts/licenses/OFL-1.1.txt	Asset: Font Binary Files	4005	84	tracked	chỉ kiểm kê	Tệp font nhị phân TTF phục vụ hiển thị phụ đề Libass	docs/project-atlas/modules/subtitles-burn.md
resources/fonts/manifest.json	Asset: Font Binary Files	2916	65	tracked	chỉ kiểm kê	Tệp font nhị phân TTF phục vụ hiển thị phụ đề Libass	docs/project-atlas/modules/subtitles-burn.md
scripts/bundle-and-run-autoshort.mjs	Tooling: Maintenance & Release Scripts	731	25	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/bundle-and-run-real-test.mjs	Tooling: Maintenance & Release Scripts	738	25	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/dubbing-tempo-acceptance.mjs	Tooling: Maintenance & Release Scripts	4504	77	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/execute-autoshort-cli.mjs	Tooling: Maintenance & Release Scripts	6323	187	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/font-pack-utils.mjs	Tooling: Maintenance & Release Scripts	10082	265	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/generate-ocr-blur-fixture.mjs	Tooling: Maintenance & Release Scripts	12065	303	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/generate-separator-test-fixtures.py	Tooling: Maintenance & Release Scripts	4101	104	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/ocr-blur-acceptance-main.ts	Tooling: Maintenance & Release Scripts	7603	221	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/pack-runtime-release.mjs	Tooling: Maintenance & Release Scripts	14564	361	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/pack-separator-model-release.mjs	Tooling: Maintenance & Release Scripts	5116	150	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/prepare-fonts.mjs	Tooling: Maintenance & Release Scripts	2868	92	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/publish-github-release.mjs	Tooling: Maintenance & Release Scripts	7532	169	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/requirements-separator-qualification.txt	Tooling: Maintenance & Release Scripts	29	1	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/run-autoshort-pipeline.ts	Tooling: Maintenance & Release Scripts	8117	196	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/run-ffmpeg-ocr-mask-probe.mjs	Tooling: Maintenance & Release Scripts	2863	99	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/run-local-runtime-tests.mjs	Tooling: Maintenance & Release Scripts	3302	102	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/run-subtitle-smoke.mjs	Tooling: Maintenance & Release Scripts	1375	48	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/separator_qualification.py	Tooling: Maintenance & Release Scripts	7759	180	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/smoke-subtitles.ts	Tooling: Maintenance & Release Scripts	19092	494	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/sttn-acceptance-main.ts	Tooling: Maintenance & Release Scripts	3271	56	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/sttn-codec-benchmark.py	Tooling: Maintenance & Release Scripts	2112	50	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/sttn-storage-benchmark.py	Tooling: Maintenance & Release Scripts	4534	105	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/sttn-update-local-main.ts	Tooling: Maintenance & Release Scripts	4106	62	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-fonts.mjs	Tooling: Maintenance & Release Scripts	469	16	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-ocr-blur-media.mjs	Tooling: Maintenance & Release Scripts	10802	327	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-packaged-app.mjs	Tooling: Maintenance & Release Scripts	2696	105	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-packaged-fonts.mjs	Tooling: Maintenance & Release Scripts	2012	60	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-release-assets.mjs	Tooling: Maintenance & Release Scripts	2563	55	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-release.mjs	Tooling: Maintenance & Release Scripts	2122	49	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-runtime-release.mjs	Tooling: Maintenance & Release Scripts	12929	272	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
scripts/verify-separator-model-release.mjs	Tooling: Maintenance & Release Scripts	5132	138	tracked	đọc đầy đủ		docs/project-atlas/DEVELOPMENT.md; docs/project-atlas/BUILD_AND_RELEASE.md
src/main/appIdentity.ts	Source: Main Process Orchestrator	1988	59	tracked	đọc đầy đủ		docs/project-atlas/modules/main-core.md; docs/project-atlas/ARCHITECTURE.md
src/main/audioPreview.ts	Source: Main Process Orchestrator	3502	95	tracked	đọc đầy đủ		docs/project-atlas/modules/main-core.md; docs/project-atlas/ARCHITECTURE.md
src/main/autoShortAudit.ts	Source: Main Process Orchestrator	2545	75	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortBackgroundAudio.ts	Source: Main Process Orchestrator	1588	52	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortDiskBudget.ts	Source: Main Process Orchestrator	9273	263	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortExecutionPolicy.ts	Source: Main Process Orchestrator	1052	35	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortItemCoordinator.ts	Source: Main Process Orchestrator	48105	1055	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortItemScope.ts	Source: Main Process Orchestrator	2636	106	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortMusicLibrary.ts	Source: Main Process Orchestrator	2946	65	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortNarratedAudio.ts	Source: Main Process Orchestrator	4897	125	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortOcrCheckpoint.ts	Source: Main Process Orchestrator	1841	51	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
src/main/autoShortPolicy.ts	Source: Main Process Orchestrator	45558	1221	tracked	đọc đầy đủ		docs/project-atlas/modules/autoshort.md; docs/project-atlas/flows/autoshort-e2e.md
